,raceId,start_position,finish_position,laps,fast_lap_rank,statusId,season,round,gp,driver,driver_nationality,points_driver_season,driver_season_wins,constructor,constructor_season_points,constructor_season_position,constructor_season_wins,qualify_position,status,age,overtakes
0,18,1,1,58,2.0,1,2008,1,Australian Grand Prix,hamilton,British,10.0,1,McLaren,14.0,1,1,1.0,Finished,23.0,0
1,18,3,5,58,1.0,1,2008,1,Australian Grand Prix,kovalainen,Finnish,4.0,0,McLaren,14.0,1,1,3.0,Finished,26.0,-2
2,19,9,5,56,3.0,1,2008,2,Malaysian Grand Prix,hamilton,British,14.0,1,McLaren,24.0,1,1,4.0,Finished,23.0,4
3,19,8,3,56,7.0,1,2008,2,Malaysian Grand Prix,kovalainen,Finnish,10.0,0,McLaren,24.0,1,1,3.0,Finished,26.0,5
4,20,5,5,57,1.0,1,2008,3,Bahrain Grand Prix,kovalainen,Finnish,14.0,0,McLaren,28.0,3,1,5.0,Finished,27.0,0
5,21,5,3,66,3.0,1,2008,4,Spanish Grand Prix,hamilton,British,20.0,1,McLaren,34.0,3,1,5.0,Finished,23.0,2
6,22,3,2,58,2.0,1,2008,5,Turkish Grand Prix,hamilton,British,28.0,1,McLaren,42.0,3,1,3.0,Finished,24.0,1
7,23,3,1,76,6.0,1,2008,6,Monaco Grand Prix,hamilton,British,38.0,2,McLaren,53.0,2,2,3.0,Finished,23.0,2
8,23,4,8,76,2.0,1,2008,6,Monaco Grand Prix,kovalainen,Finnish,15.0,0,McLaren,53.0,2,2,4.0,Finished,27.0,-4
9,24,7,9,70,11.0,1,2008,7,Canadian Grand Prix,kovalainen,Finnish,15.0,0,McLaren,53.0,3,2,7.0,Finished,27.0,-2
10,25,13,10,70,5.0,1,2008,8,French Grand Prix,hamilton,British,38.0,2,McLaren,58.0,3,2,3.0,Finished,23.0,3
11,25,10,4,70,3.0,1,2008,8,French Grand Prix,kovalainen,Finnish,20.0,0,McLaren,58.0,3,2,6.0,Finished,27.0,6
12,26,4,1,60,3.0,1,2008,9,British Grand Prix,hamilton,British,48.0,3,McLaren,72.0,3,3,4.0,Finished,23.0,3
13,27,1,1,67,2.0,1,2008,10,German Grand Prix,hamilton,British,58.0,4,McLaren,86.0,3,4,1.0,Finished,24.0,0
14,27,3,5,67,4.0,1,2008,10,German Grand Prix,kovalainen,Finnish,28.0,0,McLaren,86.0,3,4,3.0,Finished,27.0,-2
15,28,1,5,70,3.0,1,2008,11,Hungarian Grand Prix,hamilton,British,62.0,4,McLaren,100.0,2,5,1.0,Finished,23.0,-4
16,28,2,1,70,7.0,1,2008,11,Hungarian Grand Prix,kovalainen,Finnish,38.0,1,McLaren,100.0,2,5,2.0,Finished,26.0,1
17,29,2,2,57,2.0,1,2008,12,European Grand Prix,hamilton,British,70.0,4,McLaren,113.0,2,5,2.0,Finished,24.0,0
18,29,5,4,57,3.0,1,2008,12,European Grand Prix,kovalainen,Finnish,43.0,1,McLaren,113.0,2,5,5.0,Finished,27.0,1
19,30,1,3,44,2.0,1,2008,13,Belgian Grand Prix,hamilton,British,76.0,4,McLaren,119.0,2,5,1.0,Finished,24.0,-2
20,31,15,7,53,5.0,1,2008,14,Italian Grand Prix,hamilton,British,78.0,4,McLaren,129.0,2,5,15.0,Finished,24.0,8
21,31,2,2,53,13.0,1,2008,14,Italian Grand Prix,kovalainen,Finnish,51.0,1,McLaren,129.0,2,5,2.0,Finished,27.0,0
22,32,2,3,61,4.0,1,2008,15,Singapore Grand Prix,hamilton,British,84.0,4,McLaren,135.0,1,5,2.0,Finished,24.0,-1
23,32,5,10,61,12.0,1,2008,15,Singapore Grand Prix,kovalainen,Finnish,51.0,1,McLaren,135.0,1,5,5.0,Finished,27.0,-5
24,33,1,12,67,11.0,1,2008,16,Japanese Grand Prix,hamilton,British,84.0,4,McLaren,135.0,2,5,1.0,Finished,24.0,-11
25,34,1,1,56,1.0,1,2008,17,Chinese Grand Prix,hamilton,British,94.0,5,McLaren,145.0,2,6,1.0,Finished,24.0,0
26,35,4,5,71,4.0,1,2008,18,Brazilian Grand Prix,hamilton,British,98.0,5,McLaren,151.0,2,6,4.0,Finished,23.0,-1
27,35,5,7,71,6.0,1,2008,18,Brazilian Grand Prix,kovalainen,Finnish,53.0,1,McLaren,151.0,2,6,5.0,Finished,26.0,-2
28,36,4,3,58,3.0,1,2007,1,Australian Grand Prix,hamilton,British,6.0,0,McLaren,14.0,11,0,4.0,Finished,22.0,1
29,36,2,2,58,2.0,1,2007,1,Australian Grand Prix,alonso,Spanish,8.0,0,McLaren,14.0,11,0,2.0,Finished,26.0,0
30,37,4,2,56,1.0,1,2007,2,Malaysian Grand Prix,hamilton,British,14.0,0,McLaren,32.0,11,1,4.0,Finished,23.0,2
31,37,2,1,56,2.0,1,2007,2,Malaysian Grand Prix,alonso,Spanish,18.0,1,McLaren,32.0,11,1,2.0,Finished,26.0,1
32,38,2,2,57,2.0,1,2007,3,Bahrain Grand Prix,hamilton,British,22.0,0,McLaren,44.0,11,1,2.0,Finished,22.0,0
33,38,4,5,57,4.0,1,2007,3,Bahrain Grand Prix,alonso,Spanish,22.0,1,McLaren,44.0,11,1,4.0,Finished,26.0,-1
34,39,4,2,65,2.0,1,2007,4,Spanish Grand Prix,hamilton,British,30.0,0,McLaren,58.0,11,1,4.0,Finished,22.0,2
35,39,2,3,65,3.0,1,2007,4,Spanish Grand Prix,alonso,Spanish,28.0,1,McLaren,58.0,11,1,2.0,Finished,26.0,-1
36,40,2,2,78,2.0,1,2007,5,Monaco Grand Prix,hamilton,British,38.0,0,McLaren,76.0,11,2,2.0,Finished,22.0,0
37,40,1,1,78,1.0,1,2007,5,Monaco Grand Prix,alonso,Spanish,38.0,2,McLaren,76.0,11,2,1.0,Finished,26.0,0
38,41,1,1,70,2.0,1,2007,6,Canadian Grand Prix,hamilton,British,48.0,1,McLaren,88.0,11,3,1.0,Finished,23.0,0
39,41,2,7,70,1.0,1,2007,6,Canadian Grand Prix,alonso,Spanish,40.0,2,McLaren,88.0,11,3,2.0,Finished,26.0,-5
40,42,1,1,73,2.0,1,2007,7,United States Grand Prix,hamilton,British,58.0,2,McLaren,106.0,11,4,1.0,Finished,22.0,0
41,42,2,2,73,3.0,1,2007,7,United States Grand Prix,alonso,Spanish,48.0,2,McLaren,106.0,11,4,2.0,Finished,26.0,0
42,43,2,3,70,4.0,1,2007,8,French Grand Prix,hamilton,British,64.0,2,McLaren,114.0,11,4,2.0,Finished,22.0,-1
43,43,10,7,70,3.0,1,2007,8,French Grand Prix,alonso,Spanish,50.0,2,McLaren,114.0,11,4,10.0,Finished,25.0,3
44,44,1,3,59,4.0,1,2007,9,British Grand Prix,hamilton,British,70.0,2,McLaren,128.0,11,5,1.0,Finished,23.0,-2
45,44,3,2,59,3.0,1,2007,9,British Grand Prix,alonso,Spanish,58.0,2,McLaren,128.0,11,5,3.0,Finished,26.0,1
46,45,2,1,60,2.0,1,2007,10,European Grand Prix,alonso,Spanish,68.0,3,McLaren,138.0,11,5,2.0,Finished,26.0,1
47,46,1,1,70,2.0,1,2007,11,Hungarian Grand Prix,hamilton,British,80.0,3,McLaren,138.0,11,6,2.0,Finished,22.0,0
48,46,6,4,70,3.0,1,2007,11,Hungarian Grand Prix,alonso,Spanish,73.0,3,McLaren,138.0,11,6,1.0,Finished,26.0,2
49,47,2,5,58,3.0,1,2007,12,Turkish Grand Prix,hamilton,British,84.0,3,McLaren,148.0,11,6,2.0,Finished,23.0,-3
50,47,4,3,58,4.0,1,2007,12,Turkish Grand Prix,alonso,Spanish,79.0,3,McLaren,148.0,11,6,4.0,Finished,26.0,1
51,48,2,2,53,2.0,1,2007,13,Italian Grand Prix,hamilton,British,92.0,3,McLaren,166.0,11,7,2.0,Finished,23.0,0
52,48,1,1,53,1.0,1,2007,13,Italian Grand Prix,alonso,Spanish,89.0,4,McLaren,166.0,11,7,1.0,Finished,26.0,0
53,49,4,4,44,4.0,1,2007,14,Belgian Grand Prix,hamilton,British,97.0,3,McLaren,192.0,11,7,4.0,Finished,23.0,0
54,49,3,3,44,3.0,1,2007,14,Belgian Grand Prix,alonso,Spanish,95.0,4,McLaren,192.0,11,7,3.0,Finished,26.0,0
55,50,1,1,67,1.0,1,2007,15,Japanese Grand Prix,hamilton,British,107.0,4,McLaren,202.0,11,8,1.0,Finished,23.0,0
56,51,4,2,56,2.0,1,2007,16,Chinese Grand Prix,alonso,Spanish,103.0,4,McLaren,210.0,11,8,4.0,Finished,26.0,2
57,52,4,3,71,6.0,1,2007,17,Brazilian Grand Prix,alonso,Spanish,109.0,4,McLaren,218.0,11,8,4.0,Finished,26.0,1
58,2,12,7,31,11.0,1,2009,2,Malaysian Grand Prix,hamilton,British,1.0,0,McLaren,1.0,8,0,13.0,Finished,24.0,5
59,3,9,6,56,12.0,1,2009,3,Chinese Grand Prix,hamilton,British,4.0,0,McLaren,8.0,4,0,9.0,Finished,24.0,3
60,3,12,5,56,10.0,1,2009,3,Chinese Grand Prix,kovalainen,Finnish,4.0,0,McLaren,8.0,4,0,12.0,Finished,28.0,7
61,4,5,4,57,6.0,1,2009,4,Bahrain Grand Prix,hamilton,British,9.0,0,McLaren,13.0,4,0,5.0,Finished,24.0,1
62,4,11,12,57,12.0,1,2009,4,Bahrain Grand Prix,kovalainen,Finnish,4.0,0,McLaren,13.0,4,0,11.0,Finished,28.0,-1
63,7,16,13,58,15.0,1,2009,7,Turkish Grand Prix,hamilton,British,9.0,0,McLaren,13.0,5,0,16.0,Finished,25.0,3
64,9,6,8,60,17.0,1,2009,9,German Grand Prix,kovalainen,Finnish,5.0,0,McLaren,14.0,6,0,6.0,Finished,28.0,-2
65,10,4,1,70,4.0,1,2009,10,Hungarian Grand Prix,hamilton,British,19.0,1,McLaren,28.0,5,1,4.0,Finished,25.0,3
66,10,6,5,70,8.0,1,2009,10,Hungarian Grand Prix,kovalainen,Finnish,9.0,0,McLaren,28.0,5,1,6.0,Finished,28.0,1
67,11,1,2,57,4.0,1,2009,11,European Grand Prix,hamilton,British,27.0,1,McLaren,41.0,4,1,1.0,Finished,25.0,-1
68,11,2,4,57,7.0,1,2009,11,European Grand Prix,kovalainen,Finnish,14.0,0,McLaren,41.0,4,1,2.0,Finished,28.0,-2
69,12,15,6,44,13.0,1,2009,12,Belgian Grand Prix,kovalainen,Finnish,17.0,0,McLaren,44.0,4,1,15.0,Finished,28.0,9
70,13,4,6,53,6.0,1,2009,13,Italian Grand Prix,kovalainen,Finnish,20.0,0,McLaren,47.0,4,1,4.0,Finished,28.0,-2
71,14,1,1,61,2.0,1,2009,14,Singapore Grand Prix,hamilton,British,37.0,2,McLaren,59.0,4,2,1.0,Finished,25.0,0
72,14,8,7,61,11.0,1,2009,14,Singapore Grand Prix,kovalainen,Finnish,22.0,0,McLaren,59.0,4,2,10.0,Finished,28.0,1
73,15,3,3,53,6.0,1,2009,15,Japanese Grand Prix,hamilton,British,43.0,2,McLaren,65.0,4,2,3.0,Finished,24.0,0
74,15,11,11,53,12.0,1,2009,15,Japanese Grand Prix,kovalainen,Finnish,22.0,0,McLaren,65.0,4,2,9.0,Finished,27.0,0
75,16,17,3,71,6.0,1,2009,16,Brazilian Grand Prix,hamilton,British,49.0,2,McLaren,71.0,3,2,18.0,Finished,25.0,14
76,16,16,9,71,5.0,1,2009,16,Brazilian Grand Prix,kovalainen,Finnish,22.0,0,McLaren,71.0,3,2,17.0,Finished,28.0,7
77,17,18,11,55,18.0,1,2009,17,Abu Dhabi Grand Prix,kovalainen,Finnish,22.0,0,McLaren,71.0,3,2,13.0,Finished,27.0,7
78,337,4,3,49,4.0,1,2010,1,Bahrain Grand Prix,hamilton,British,15.0,0,McLaren,21.0,2,0,4.0,Finished,25.0,1
79,337,8,7,49,9.0,1,2010,1,Bahrain Grand Prix,button,British,6.0,0,McLaren,21.0,2,0,8.0,Finished,30.0,1
80,338,11,6,58,3.0,1,2010,2,Australian Grand Prix,hamilton,British,23.0,0,McLaren,54.0,2,1,11.0,Finished,25.0,5
81,338,4,1,58,6.0,1,2010,2,Australian Grand Prix,button,British,31.0,1,McLaren,54.0,2,1,4.0,Finished,30.0,3
82,339,20,6,56,4.0,1,2010,3,Malaysian Grand Prix,hamilton,British,31.0,0,McLaren,66.0,2,1,20.0,Finished,25.0,14
83,339,17,8,56,10.0,1,2010,3,Malaysian Grand Prix,button,British,35.0,1,McLaren,66.0,2,1,17.0,Finished,30.0,9
84,340,6,2,56,1.0,1,2010,4,Chinese Grand Prix,hamilton,British,49.0,0,McLaren,109.0,1,2,6.0,Finished,25.0,4
85,340,5,1,56,4.0,1,2010,4,Chinese Grand Prix,button,British,60.0,2,McLaren,109.0,1,2,5.0,Finished,30.0,4
86,341,5,5,66,4.0,1,2010,5,Spanish Grand Prix,button,British,70.0,2,McLaren,119.0,1,2,5.0,Finished,31.0,0
87,342,5,5,78,10.0,1,2010,6,Monaco Grand Prix,hamilton,British,59.0,0,McLaren,129.0,3,2,5.0,Finished,25.0,0
88,343,2,1,58,12.0,1,2010,7,Turkish Grand Prix,hamilton,British,84.0,1,McLaren,172.0,1,3,2.0,Finished,25.0,1
89,343,4,2,58,7.0,1,2010,7,Turkish Grand Prix,button,British,88.0,2,McLaren,172.0,1,3,4.0,Finished,30.0,2
90,344,1,1,70,2.0,1,2010,8,Canadian Grand Prix,hamilton,British,109.0,2,McLaren,215.0,1,4,1.0,Finished,25.0,0
91,344,4,2,70,4.0,1,2010,8,Canadian Grand Prix,button,British,106.0,2,McLaren,215.0,1,4,5.0,Finished,30.0,2
92,345,3,2,57,4.0,1,2010,9,European Grand Prix,hamilton,British,127.0,2,McLaren,248.0,1,4,3.0,Finished,25.0,1
93,345,7,3,57,1.0,1,2010,9,European Grand Prix,button,British,121.0,2,McLaren,248.0,1,4,7.0,Finished,30.0,4
94,346,4,2,52,6.0,1,2010,10,British Grand Prix,hamilton,British,145.0,2,McLaren,278.0,1,4,4.0,Finished,26.0,2
95,346,14,4,52,9.0,1,2010,10,British Grand Prix,button,British,133.0,2,McLaren,278.0,1,4,14.0,Finished,31.0,10
96,347,6,4,67,5.0,1,2010,11,German Grand Prix,hamilton,British,157.0,2,McLaren,300.0,1,4,6.0,Finished,26.0,2
97,347,5,5,67,4.0,1,2010,11,German Grand Prix,button,British,143.0,2,McLaren,300.0,1,4,5.0,Finished,31.0,0
98,349,2,1,44,1.0,1,2010,13,Belgian Grand Prix,hamilton,British,182.0,3,McLaren,329.0,2,5,2.0,Finished,26.0,1
99,350,2,2,53,8.0,1,2010,14,Italian Grand Prix,button,British,165.0,2,McLaren,347.0,2,5,2.0,Finished,31.0,0
100,351,4,4,61,7.0,1,2010,15,Singapore Grand Prix,button,British,177.0,2,McLaren,359.0,2,5,4.0,Finished,31.0,0
101,352,8,5,53,9.0,1,2010,16,Japanese Grand Prix,hamilton,British,192.0,3,McLaren,381.0,2,5,3.0,Finished,26.0,3
102,352,5,4,53,2.0,1,2010,16,Japanese Grand Prix,button,British,189.0,2,McLaren,381.0,2,5,6.0,Finished,31.0,1
103,353,4,2,55,3.0,1,2010,17,Korean Grand Prix,hamilton,British,210.0,3,McLaren,399.0,2,5,4.0,Finished,26.0,2
104,353,7,12,55,11.0,1,2010,17,Korean Grand Prix,button,British,189.0,2,McLaren,399.0,2,5,7.0,Finished,31.0,-5
105,354,4,4,71,1.0,1,2010,18,Brazilian Grand Prix,hamilton,British,222.0,3,McLaren,421.0,2,5,4.0,Finished,26.0,0
106,354,11,5,71,3.0,1,2010,18,Brazilian Grand Prix,button,British,199.0,2,McLaren,421.0,2,5,11.0,Finished,30.0,6
107,355,2,2,55,1.0,1,2010,19,Abu Dhabi Grand Prix,hamilton,British,240.0,3,McLaren,454.0,2,5,2.0,Finished,26.0,0
108,355,4,3,55,2.0,1,2010,19,Abu Dhabi Grand Prix,button,British,214.0,2,McLaren,454.0,2,5,4.0,Finished,31.0,1
109,841,2,2,58,8.0,1,2011,1,Australian Grand Prix,hamilton,British,18.0,0,McLaren,26.0,2,0,2.0,Finished,26.0,0
110,841,4,6,58,5.0,1,2011,1,Australian Grand Prix,button,British,8.0,0,McLaren,26.0,2,0,4.0,Finished,31.0,-2
111,842,2,8,56,5.0,1,2011,2,Malaysian Grand Prix,hamilton,British,22.0,0,McLaren,48.0,2,0,2.0,Finished,27.0,-6
112,842,4,2,56,4.0,1,2011,2,Malaysian Grand Prix,button,British,26.0,0,McLaren,48.0,2,0,4.0,Finished,32.0,2
113,843,3,1,56,2.0,1,2011,3,Chinese Grand Prix,hamilton,British,47.0,1,McLaren,85.0,2,1,3.0,Finished,26.0,2
114,843,2,4,56,3.0,1,2011,3,Chinese Grand Prix,button,British,38.0,0,McLaren,85.0,2,1,2.0,Finished,31.0,-2
115,844,4,4,58,4.0,1,2011,4,Turkish Grand Prix,hamilton,British,59.0,1,McLaren,105.0,2,1,4.0,Finished,27.0,0
116,844,6,6,58,13.0,1,2011,4,Turkish Grand Prix,button,British,46.0,0,McLaren,105.0,2,1,6.0,Finished,32.0,0
117,845,3,2,66,1.0,1,2011,5,Spanish Grand Prix,hamilton,British,77.0,1,McLaren,138.0,2,1,3.0,Finished,26.0,1
118,845,5,3,66,7.0,1,2011,5,Spanish Grand Prix,button,British,61.0,0,McLaren,138.0,2,1,5.0,Finished,31.0,2
119,846,9,6,78,5.0,1,2011,6,Monaco Grand Prix,hamilton,British,85.0,1,McLaren,161.0,2,1,7.0,Finished,26.0,3
120,846,2,3,78,3.0,1,2011,6,Monaco Grand Prix,button,British,76.0,0,McLaren,161.0,2,1,2.0,Finished,31.0,-1
121,847,7,1,70,1.0,1,2011,7,Canadian Grand Prix,button,British,101.0,1,McLaren,186.0,2,2,7.0,Finished,32.0,6
122,848,3,4,57,6.0,1,2011,8,European Grand Prix,hamilton,British,97.0,1,McLaren,206.0,2,2,3.0,Finished,26.0,-1
123,848,6,6,57,3.0,1,2011,8,European Grand Prix,button,British,109.0,1,McLaren,206.0,2,2,6.0,Finished,31.0,0
124,849,10,4,52,5.0,1,2011,9,British Grand Prix,hamilton,British,109.0,1,McLaren,218.0,2,2,10.0,Finished,27.0,6
125,850,2,1,60,1.0,1,2011,10,German Grand Prix,hamilton,British,134.0,2,McLaren,243.0,2,3,2.0,Finished,27.0,1
126,851,2,4,70,2.0,1,2011,11,Hungarian Grand Prix,hamilton,British,146.0,2,McLaren,280.0,2,4,2.0,Finished,27.0,-2
127,851,3,1,70,6.0,1,2011,11,Hungarian Grand Prix,button,British,134.0,2,McLaren,280.0,2,4,3.0,Finished,32.0,2
128,852,13,3,44,2.0,1,2011,12,Belgian Grand Prix,button,British,149.0,2,McLaren,295.0,2,4,13.0,Finished,32.0,10
129,853,2,4,53,1.0,1,2011,13,Italian Grand Prix,hamilton,British,158.0,2,McLaren,325.0,2,4,2.0,Finished,27.0,-2
130,853,3,2,53,2.0,1,2011,13,Italian Grand Prix,button,British,167.0,2,McLaren,325.0,2,4,3.0,Finished,32.0,1
131,854,4,5,61,4.0,1,2011,14,Singapore Grand Prix,hamilton,British,168.0,2,McLaren,353.0,2,4,4.0,Finished,27.0,-1
132,854,3,2,61,1.0,1,2011,14,Singapore Grand Prix,button,British,185.0,2,McLaren,353.0,2,4,3.0,Finished,32.0,1
133,855,3,5,53,9.0,1,2011,15,Japanese Grand Prix,hamilton,British,178.0,2,McLaren,388.0,2,5,3.0,Finished,27.0,-2
134,855,2,1,53,1.0,1,2011,15,Japanese Grand Prix,button,British,210.0,3,McLaren,388.0,2,5,2.0,Finished,32.0,1
135,856,1,2,55,3.0,1,2011,16,Korean Grand Prix,hamilton,British,196.0,2,McLaren,418.0,2,5,1.0,Finished,27.0,-1
136,856,3,4,55,7.0,1,2011,16,Korean Grand Prix,button,British,222.0,3,McLaren,418.0,2,5,3.0,Finished,32.0,-1
137,857,5,7,60,9.0,1,2011,17,Indian Grand Prix,hamilton,British,202.0,2,McLaren,442.0,2,5,2.0,Finished,27.0,-2
138,857,4,2,60,4.0,1,2011,17,Indian Grand Prix,button,British,240.0,3,McLaren,442.0,2,5,5.0,Finished,32.0,2
139,858,2,1,55,3.0,1,2011,18,Abu Dhabi Grand Prix,hamilton,British,227.0,3,McLaren,482.0,2,6,2.0,Finished,27.0,1
140,858,3,3,55,2.0,1,2011,18,Abu Dhabi Grand Prix,button,British,255.0,3,McLaren,482.0,2,6,3.0,Finished,32.0,0
141,859,3,3,71,2.0,1,2011,19,Brazilian Grand Prix,button,British,270.0,3,McLaren,497.0,2,6,3.0,Finished,32.0,0
142,860,1,3,58,4.0,1,2012,1,Australian Grand Prix,hamilton,British,15.0,0,McLaren,40.0,1,1,1.0,Finished,27.0,-2
143,860,2,1,58,1.0,1,2012,1,Australian Grand Prix,button,British,25.0,1,McLaren,40.0,1,1,2.0,Finished,32.0,1
144,861,1,3,56,6.0,1,2012,2,Malaysian Grand Prix,hamilton,British,30.0,0,McLaren,55.0,1,1,1.0,Finished,27.0,-2
145,861,2,14,56,14.0,1,2012,2,Malaysian Grand Prix,button,British,25.0,1,McLaren,55.0,1,1,2.0,Finished,32.0,-12
146,862,7,3,56,6.0,1,2012,3,Chinese Grand Prix,hamilton,British,45.0,0,McLaren,88.0,1,1,2.0,Finished,27.0,4
147,862,5,2,56,3.0,1,2012,3,Chinese Grand Prix,button,British,43.0,1,McLaren,88.0,1,1,6.0,Finished,32.0,3
148,863,2,8,57,7.0,1,2012,4,Bahrain Grand Prix,hamilton,British,49.0,0,McLaren,92.0,2,1,2.0,Finished,27.0,-6
149,864,24,8,66,18.0,1,2012,5,Spanish Grand Prix,hamilton,British,53.0,0,McLaren,98.0,2,1,1.0,Finished,27.0,16
150,864,10,9,66,14.0,1,2012,5,Spanish Grand Prix,button,British,45.0,1,McLaren,98.0,2,1,11.0,Finished,32.0,1
151,865,3,5,78,4.0,1,2012,6,Monaco Grand Prix,hamilton,British,63.0,0,McLaren,108.0,2,1,4.0,Finished,27.0,-2
152,866,2,1,70,6.0,1,2012,7,Canadian Grand Prix,hamilton,British,88.0,1,McLaren,133.0,2,2,2.0,Finished,28.0,1
153,867,9,8,57,17.0,1,2012,8,European Grand Prix,button,British,49.0,1,McLaren,137.0,2,2,9.0,Finished,32.0,1
154,868,8,8,52,15.0,1,2012,9,British Grand Prix,hamilton,British,92.0,1,McLaren,142.0,4,2,8.0,Finished,28.0,0
155,868,16,10,52,14.0,1,2012,9,British Grand Prix,button,British,50.0,1,McLaren,142.0,4,2,18.0,Finished,33.0,6
156,869,6,2,67,8.0,1,2012,10,German Grand Prix,button,British,68.0,1,McLaren,160.0,3,2,7.0,Finished,33.0,4
157,870,1,1,69,4.0,1,2012,11,Hungarian Grand Prix,hamilton,British,117.0,2,McLaren,193.0,2,3,1.0,Finished,28.0,0
158,870,4,6,69,10.0,1,2012,11,Hungarian Grand Prix,button,British,76.0,1,McLaren,193.0,2,3,4.0,Finished,33.0,-2
159,871,1,1,44,10.0,1,2012,12,Belgian Grand Prix,button,British,101.0,2,McLaren,218.0,2,4,1.0,Finished,32.0,0
160,872,1,1,53,5.0,1,2012,13,Italian Grand Prix,hamilton,British,142.0,3,McLaren,243.0,2,5,1.0,Finished,28.0,0
161,873,4,2,59,4.0,1,2012,14,Singapore Grand Prix,button,British,119.0,2,McLaren,261.0,2,5,4.0,Finished,33.0,2
162,874,9,5,53,11.0,1,2012,15,Japanese Grand Prix,hamilton,British,152.0,3,McLaren,283.0,2,5,9.0,Finished,28.0,4
163,874,8,4,53,2.0,1,2012,15,Japanese Grand Prix,button,British,131.0,2,McLaren,283.0,2,5,3.0,Finished,32.0,4
164,875,3,10,55,9.0,1,2012,16,Korean Grand Prix,hamilton,British,153.0,3,McLaren,284.0,3,5,3.0,Finished,28.0,-7
165,876,3,4,60,5.0,1,2012,17,Indian Grand Prix,hamilton,British,165.0,3,McLaren,306.0,3,5,3.0,Finished,28.0,-1
166,876,4,5,60,1.0,1,2012,17,Indian Grand Prix,button,British,141.0,2,McLaren,306.0,3,5,4.0,Finished,33.0,-1
167,877,5,4,55,4.0,1,2012,18,Abu Dhabi Grand Prix,button,British,153.0,2,McLaren,318.0,3,5,6.0,Finished,32.0,1
168,878,2,1,56,5.0,1,2012,19,United States Grand Prix,hamilton,British,190.0,4,McLaren,353.0,3,6,2.0,Finished,28.0,1
169,878,12,5,56,6.0,1,2012,19,United States Grand Prix,button,British,163.0,2,McLaren,353.0,3,6,12.0,Finished,33.0,7
170,879,2,1,71,2.0,1,2012,20,Brazilian Grand Prix,button,British,188.0,3,McLaren,378.0,3,7,2.0,Finished,33.0,1
171,931,10,8,78,9.0,1,2015,6,Monaco Grand Prix,button,British,4.0,0,McLaren,4.0,9,0,12.0,Finished,35.0,2
172,936,15,5,69,10.0,1,2015,10,Hungarian Grand Prix,alonso,Spanish,11.0,0,McLaren,17.0,9,0,15.0,Finished,34.0,10
173,936,16,9,69,17.0,1,2015,10,Hungarian Grand Prix,button,British,6.0,0,McLaren,17.0,9,0,16.0,Finished,36.0,7
174,941,19,11,53,12.0,1,2015,15,Russian Grand Prix,alonso,Spanish,11.0,0,McLaren,19.0,9,0,16.0,Finished,34.0,8
175,941,13,9,53,13.0,1,2015,15,Russian Grand Prix,button,British,8.0,0,McLaren,19.0,9,0,13.0,Finished,36.0,4
176,942,9,11,56,11.0,1,2015,16,United States Grand Prix,alonso,Spanish,11.0,0,McLaren,27.0,9,0,11.0,Finished,34.0,-2
177,942,11,6,56,8.0,1,2015,16,United States Grand Prix,button,British,16.0,0,McLaren,27.0,9,0,14.0,Finished,36.0,5
178,943,20,14,71,15.0,1,2015,17,Mexican Grand Prix,button,British,16.0,0,McLaren,27.0,9,0,20.0,Finished,35.0,6
179,950,11,12,56,19.0,1,2016,3,Chinese Grand Prix,alonso,Spanish,0.0,0,McLaren,1.0,8,0,12.0,Finished,35.0,-1
180,950,12,13,56,3.0,1,2016,3,Chinese Grand Prix,button,British,0.0,0,McLaren,1.0,8,0,13.0,Finished,36.0,-1
181,953,9,5,78,8.0,1,2016,6,Monaco Grand Prix,alonso,Spanish,18.0,0,McLaren,24.0,7,0,10.0,Finished,35.0,4
182,955,19,11,51,10.0,1,2016,8,European Grand Prix,button,British,5.0,0,McLaren,24.0,7,0,19.0,Finished,36.0,8
183,956,3,6,71,9.0,1,2016,9,Austrian Grand Prix,button,British,13.0,0,McLaren,32.0,7,0,5.0,Finished,36.0,-3
184,960,22,7,44,15.0,1,2016,13,Belgian Grand Prix,alonso,Spanish,30.0,0,McLaren,48.0,6,0,0.0,Finished,35.0,15
185,962,9,7,61,12.0,1,2016,15,Singapore Grand Prix,alonso,Spanish,36.0,0,McLaren,54.0,6,0,9.0,Finished,35.0,2
186,963,22,7,56,6.0,1,2016,16,Malaysian Grand Prix,alonso,Spanish,42.0,0,McLaren,62.0,6,0,22.0,Finished,35.0,15
187,963,9,9,56,8.0,1,2016,16,Malaysian Grand Prix,button,British,19.0,0,McLaren,62.0,6,0,9.0,Finished,36.0,0
188,965,12,5,56,10.0,1,2016,18,United States Grand Prix,alonso,Spanish,52.0,0,McLaren,74.0,6,0,12.0,Finished,35.0,7
189,967,10,10,71,12.0,1,2016,20,Brazilian Grand Prix,alonso,Spanish,53.0,0,McLaren,75.0,6,0,10.0,Finished,35.0,0
190,967,17,16,71,10.0,1,2016,20,Brazilian Grand Prix,button,British,21.0,0,McLaren,75.0,6,0,17.0,Finished,37.0,1
191,968,9,10,55,2.0,1,2016,21,Abu Dhabi Grand Prix,alonso,Spanish,54.0,0,McLaren,76.0,6,0,9.0,Finished,35.0,-1
192,976,19,9,51,6.0,1,2017,8,Azerbaijan Grand Prix,alonso,Spanish,2.0,0,McLaren,2.0,10,0,16.0,Finished,36.0,10
