,raceId,start_position,finish_position,laps,fast_lap_rank,statusId,season,round,gp,driver,driver_nationality,points_driver_season,driver_season_wins,constructor,constructor_season_points,constructor_season_position,constructor_season_wins,qualify_position,status,age,overtakes
12454,254,24,24,2,0.0,6,1995,15,Pacific Grand Prix,gachot,Belgian,0.0,0,Pacific,0.0,11,0,24.0,Gearbox,33.0,0
12455,256,22,22,2,0.0,6,1995,17,Australian Grand Prix,montermini,Italian,0.0,0,Pacific,0.0,12,0,22.0,Gearbox,32.0,0
12456,260,23,14,49,0.0,6,1994,4,Monaco Grand Prix,gachot,Belgian,0.0,0,Pacific,0.0,14,0,0.0,Gearbox,31.0,9
12457,377,23,18,26,0.0,6,1988,6,Detroit Grand Prix,larrauri,Argentine,0.0,0,Euro Brun,0.0,17,0,0.0,Gearbox,34.0,5
12458,308,24,24,9,0.0,6,1991,4,Monaco Grand Prix,tarquini,Italian,0.0,0,AGS,0.0,14,0,0.0,Gearbox,30.0,0
12459,294,16,24,1,0.0,6,1992,6,Monaco Grand Prix,wendlinger,Austrian,0.0,0,March,0.0,13,0,0.0,Gearbox,23.0,-8
12460,296,21,17,33,0.0,6,1992,8,French Grand Prix,wendlinger,Austrian,3.0,0,March,3.0,8,0,0.0,Gearbox,23.0,4
12461,297,21,25,27,0.0,6,1992,9,British Grand Prix,wendlinger,Austrian,3.0,0,March,3.0,8,0,0.0,Gearbox,24.0,-4
12462,302,22,16,48,0.0,6,1992,14,Portuguese Grand Prix,wendlinger,Austrian,3.0,0,March,3.0,9,0,0.0,Gearbox,24.0,6
12463,363,6,13,54,0.0,6,1989,8,British Grand Prix,gugelmin,Brazilian,4.0,0,March,4.0,10,0,0.0,Gearbox,26.0,-7
12464,364,14,16,28,0.0,6,1989,9,German Grand Prix,gugelmin,Brazilian,4.0,0,March,4.0,10,0,0.0,Gearbox,26.0,-2
12465,372,13,25,0,0.0,6,1988,1,Brazilian Grand Prix,gugelmin,Brazilian,0.0,0,March,0.0,15,0,0.0,Gearbox,25.0,-12
12466,373,9,25,2,0.0,6,1988,2,San Marino Grand Prix,capelli,Italian,0.0,0,March,0.0,12,0,0.0,Gearbox,25.0,-16
12467,376,18,15,54,0.0,6,1988,5,Canadian Grand Prix,gugelmin,Brazilian,0.0,0,March,2.0,7,0,0.0,Gearbox,26.0,3
12468,304,23,15,55,0.0,6,1992,16,Australian Grand Prix,naspetti,Italian,0.0,0,March,3.0,9,0,0.0,Gearbox,24.0,8
12469,606,15,17,6,0.0,6,1973,2,Brazilian Grand Prix,jarier,French,0.0,0,March,0.0,8,0,0.0,Gearbox,27.0,-2
12470,610,14,12,67,0.0,6,1973,6,Monaco Grand Prix,jarier,French,0.0,0,March,0.0,9,0,0.0,Gearbox,27.0,2
12471,495,19,12,36,0.0,6,1981,13,Italian Grand Prix,daly,Irish,0.0,0,March,0.0,15,0,0.0,Gearbox,29.0,7
12472,546,22,19,15,0.0,6,1977,4,United States Grand Prix West,ribeiro,Brazilian,0.0,0,March,0.0,13,0,0.0,Gearbox,28.0,3
12473,650,9,15,15,0.0,6,1970,8,German Grand Prix,mario_andretti,American,4.0,0,March,33.0,2,1,0.0,Gearbox,130.0,-6
12474,563,18,18,36,0.0,6,1976,4,Spanish Grand Prix,merzario,Italian,0.0,0,March,3.0,7,0,0.0,Gearbox,33.0,0
12475,563,17,22,16,0.0,6,1976,4,Spanish Grand Prix,stuck,German,3.0,0,March,3.0,7,0,0.0,Gearbox,25.0,-5
12476,617,12,17,34,0.0,6,1973,13,Italian Grand Prix,beuttler,British,0.0,0,March,8.0,7,0,0.0,Gearbox,33.0,-5
12477,551,18,18,27,0.0,6,1977,9,French Grand Prix,merzario,Italian,0.0,0,March,0.0,14,0,0.0,Gearbox,34.0,0
12478,545,21,19,33,0.0,6,1977,3,South African Grand Prix,hayje,Dutch,0.0,0,March,0.0,11,0,0.0,Gearbox,28.0,2
12479,305,18,17,40,0.0,6,1991,1,United States Grand Prix,capelli,Italian,0.0,0,Leyton House,0.0,14,0,0.0,Gearbox,28.0,1
12480,305,23,21,34,0.0,6,1991,1,United States Grand Prix,gugelmin,Brazilian,0.0,0,Leyton House,0.0,14,0,0.0,Gearbox,28.0,2
12481,313,16,20,21,0.0,6,1991,9,German Grand Prix,gugelmin,Brazilian,0.0,0,Leyton House,0.0,14,0,0.0,Gearbox,28.0,-4
12482,330,16,19,56,0.0,6,1990,10,Hungarian Grand Prix,capelli,Italian,6.0,0,Leyton House,6.0,6,0,0.0,Gearbox,28.0,-3
12483,365,21,19,38,0.0,6,1989,10,Hungarian Grand Prix,gachot,Belgian,0.0,0,Onyx,2.0,14,0,0.0,Gearbox,27.0,2
12484,365,24,17,48,0.0,6,1989,10,Hungarian Grand Prix,johansson,Swedish,2.0,0,Onyx,2.0,14,0,0.0,Gearbox,33.0,7
12485,324,26,11,52,0.0,6,1990,4,Monaco Grand Prix,lehto,Finnish,0.0,0,Onyx,0.0,11,0,0.0,Gearbox,24.0,15
12486,369,17,21,20,0.0,6,1989,14,Spanish Grand Prix,lehto,Finnish,0.0,0,Onyx,6.0,9,0,0.0,Gearbox,23.0,-4
12487,375,12,18,52,0.0,6,1988,4,Mexican Grand Prix,cesaris,Italian,0.0,0,Rial,0.0,17,0,0.0,Gearbox,29.0,-6
12488,454,13,13,49,0.0,6,1983,3,French Grand Prix,giacomelli,Italian,0.0,0,Toleman,0.0,10,0,0.0,Gearbox,31.0,0
12489,460,10,21,27,0.0,6,1983,9,British Grand Prix,warwick,British,0.0,0,Toleman,0.0,11,0,0.0,Gearbox,29.0,-11
12490,497,22,15,43,0.0,6,1981,15,Caesars Palace Grand Prix,warwick,British,0.0,0,Toleman,0.0,17,0,0.0,Gearbox,27.0,7
12491,301,20,16,30,0.0,6,1992,13,Italian Grand Prix,tarquini,Italian,0.0,0,Fondmetal,0.0,14,0,0.0,Gearbox,31.0,4
12492,437,21,24,22,0.0,6,1984,2,South African Grand Prix,palmer,British,0.0,0,RAM,0.0,9,0,0.0,Gearbox,28.0,-3
12493,451,26,25,19,0.0,6,1984,16,Portuguese Grand Prix,palmer,British,0.0,0,RAM,0.0,14,0,0.0,Gearbox,28.0,1
12494,453,25,24,25,0.0,6,1983,2,United States Grand Prix West,salazar,Chilean,0.0,0,RAM,0.0,12,0,0.0,Gearbox,28.0,1
12495,523,23,16,12,0.0,6,1979,12,Dutch Grand Prix,lammers,Dutch,0.0,0,Shadow,0.0,11,0,0.0,Gearbox,23.0,7
12496,546,14,15,40,0.0,6,1977,4,United States Grand Prix West,jones,Australian,0.0,0,Shadow,1.0,9,0,0.0,Gearbox,30.0,-1
12497,546,20,18,27,0.0,6,1977,4,United States Grand Prix West,zorzi,Italian,1.0,0,Shadow,1.0,9,0,0.0,Gearbox,30.0,2
12498,554,21,22,29,0.0,6,1977,12,Austrian Grand Prix,merzario,Italian,0.0,0,Shadow,13.0,7,1,0.0,Gearbox,34.0,-1
12499,596,23,25,2,0.0,6,1974,7,Swedish Grand Prix,roos,Swedish,0.0,0,Shadow,6.0,7,0,0.0,Gearbox,31.0,-2
12500,536,17,13,49,0.0,6,1978,10,British Grand Prix,regazzoni,Swiss,4.0,0,Shadow,6.0,10,0,0.0,Gearbox,39.0,4
12501,543,21,20,2,0.0,6,1977,1,Argentine Grand Prix,zorzi,Italian,0.0,0,Shadow,0.0,9,0,0.0,Gearbox,31.0,1
12502,453,18,18,27,0.0,6,1983,2,United States Grand Prix West,guerrero,Colombian,0.0,0,Theodore,1.0,6,0,0.0,Gearbox,24.0,0
12503,458,26,15,34,0.0,6,1983,7,Detroit Grand Prix,cecotto,Venezuelan,1.0,0,Theodore,1.0,9,0,0.0,Gearbox,27.0,11
12504,462,21,18,25,0.0,6,1983,11,Austrian Grand Prix,guerrero,Colombian,0.0,0,Theodore,1.0,10,0,0.0,Gearbox,25.0,3
12505,546,13,13,57,0.0,6,1977,4,United States Grand Prix West,regazzoni,Swiss,1.0,0,Ensign,1.0,8,0,0.0,Gearbox,38.0,0
12506,600,22,21,4,0.0,6,1974,11,German Grand Prix,schuppan,Australian,0.0,0,Ensign,0.0,15,0,0.0,Gearbox,31.0,1
12507,589,22,14,41,0.0,6,1975,14,United States Grand Prix,wunderink,Dutch,0.0,0,Ensign,1.0,13,0,0.0,Gearbox,26.0,8
12508,513,12,21,5,0.0,6,1979,2,Brazilian Grand Prix,lauda,Austrian,0.0,0,Brabham-Alfa Romeo,0.0,14,0,0.0,Gearbox,30.0,-9
12509,525,4,11,61,0.0,6,1979,14,Canadian Grand Prix,piquet,Brazilian,3.0,0,Brabham-Ford,0.0,12,0,0.0,Gearbox,27.0,-7
12510,568,22,19,24,0.0,6,1976,9,British Grand Prix,evans,British,0.0,0,Brabham-Ford,0.0,18,0,0.0,Gearbox,29.0,3
12511,600,10,17,10,0.0,6,1974,11,German Grand Prix,hunt,British,4.0,0,Hesketh,4.0,9,0,0.0,Gearbox,27.0,-7
12512,568,18,13,55,0.0,6,1976,9,British Grand Prix,lunger,American,0.0,0,Surtees,4.0,10,0,0.0,Gearbox,31.0,5
12513,593,18,18,35,0.0,6,1974,4,Spanish Grand Prix,mass,German,0.0,0,Surtees,3.0,8,0,0.0,Gearbox,28.0,0
12514,632,6,15,56,0.0,6,1971,1,South African Grand Prix,surtees,British,0.0,0,Surtees,0.0,6,0,0.0,Gearbox,137.0,-9
12515,606,14,16,6,0.0,6,1973,2,Brazilian Grand Prix,hailwood,British,0.0,0,Surtees,0.0,9,0,0.0,Gearbox,34.0,-2
12516,626,7,21,31,0.0,6,1972,7,British Grand Prix,hailwood,British,4.0,0,Surtees,9.0,7,0,0.0,Gearbox,32.0,-14
12517,630,15,24,2,0.0,6,1972,11,Canadian Grand Prix,adamich,Italian,3.0,0,Surtees,18.0,5,0,0.0,Gearbox,31.0,-9
12518,597,21,16,54,0.0,6,1974,8,Dutch Grand Prix,merzario,Italian,1.0,0,Iso Marlboro,1.0,12,0,0.0,Gearbox,31.0,5
12519,485,20,18,28,0.0,6,1981,3,Argentine Grand Prix,serra,Brazilian,0.0,0,Fittipaldi,0.0,11,0,0.0,Gearbox,25.0,2
12520,487,11,21,10,0.0,6,1981,5,Belgian Grand Prix,keke_rosberg,Finnish,0.0,0,Fittipaldi,0.0,13,0,0.0,Gearbox,32.0,-10
12521,510,16,20,8,0.0,6,1980,13,Canadian Grand Prix,emerson_fittipaldi,Brazilian,5.0,0,Fittipaldi,11.0,7,0,0.0,Gearbox,34.0,-4
12522,536,3,17,36,0.0,6,1978,10,British Grand Prix,scheckter,South African,8.0,0,Wolf,8.0,8,0,0.0,Gearbox,28.0,-14
12523,575,19,20,23,0.0,6,1976,16,Japanese Grand Prix,merzario,Italian,0.0,0,Wolf,0.0,15,0,0.0,Gearbox,34.0,-1
12524,610,6,22,24,0.0,6,1973,6,Monaco Grand Prix,lauda,Austrian,2.0,0,BRM,5.0,6,0,0.0,Gearbox,24.0,-16
12525,615,9,20,4,0.0,6,1973,11,German Grand Prix,beltoise,French,4.0,0,BRM,7.0,7,0,0.0,Gearbox,36.0,-11
12526,643,12,22,22,0.0,6,1970,1,South African Grand Prix,oliver,British,0.0,0,BRM,0.0,6,0,0.0,Gearbox,128.0,-10
12527,648,10,19,6,0.0,6,1970,6,French Grand Prix,rodriguez,Mexican,10.0,1,BRM,10.0,6,1,0.0,Gearbox,130.0,-9
12528,658,6,14,9,0.0,6,1969,3,Monaco Grand Prix,surtees,British,2.0,0,BRM,2.0,5,0,0.0,Gearbox,135.0,-8
12529,659,13,15,9,0.0,6,1969,4,Dutch Grand Prix,oliver,British,0.0,0,BRM,2.0,6,0,0.0,Gearbox,127.0,-2
12530,666,10,12,53,0.0,6,1969,11,Mexican Grand Prix,surtees,British,6.0,0,BRM,7.0,5,0,0.0,Gearbox,136.0,-2
12531,666,17,14,6,0.0,6,1969,11,Mexican Grand Prix,eaton,Canadian,0.0,0,BRM,7.0,5,0,0.0,Gearbox,124.0,3
12532,595,27,10,62,0.0,6,1974,6,Monaco Grand Prix,pescarolo,French,0.0,0,BRM,10.0,6,0,0.0,Gearbox,32.0,17
12533,597,25,15,60,0.0,6,1974,8,Dutch Grand Prix,migault,French,0.0,0,BRM,10.0,6,0,0.0,Gearbox,30.0,10
12534,597,16,19,18,0.0,6,1974,8,Dutch Grand Prix,beltoise,French,10.0,0,BRM,10.0,6,0,0.0,Gearbox,37.0,-3
12535,602,24,24,1,0.0,6,1974,13,Italian Grand Prix,migault,French,0.0,0,BRM,10.0,6,0,0.0,Gearbox,30.0,0
12536,706,23,21,22,0.0,6,1965,8,Italian Grand Prix,gregory,American,0.0,0,BRM,42.0,2,2,0.0,Gearbox,134.0,2
12537,713,17,17,38,0.0,6,1964,5,British Grand Prix,maggs,South African,0.0,0,BRM,27.0,2,1,0.0,Gearbox,128.0,0
12538,720,1,10,17,0.0,6,1963,2,Belgian Grand Prix,hill,British,9.0,1,BRM,12.0,1,1,0.0,Gearbox,135.0,-9
12539,724,4,18,2,0.0,6,1963,6,German Grand Prix,hill,British,13.0,1,BRM,22.0,2,1,0.0,Gearbox,134.0,-14
12540,731,9,14,22,0.0,6,1962,3,Belgian Grand Prix,ginther,American,0.0,0,BRM,16.0,1,1,0.0,Gearbox,132.0,-5
12541,753,5,14,9,0.0,6,1960,8,Portuguese Grand Prix,hill,British,4.0,0,BRM,6.0,4,0,0.0,Gearbox,132.0,-9
12542,755,11,17,34,0.0,6,1960,10,United States Grand Prix,hill,British,4.0,0,BRM,8.0,4,0,0.0,Gearbox,132.0,-6
12543,622,7,23,9,0.0,6,1972,3,Spanish Grand Prix,beltoise,French,0.0,0,BRM,0.0,8,0,0.0,Gearbox,35.0,-16
12544,625,18,21,25,0.0,6,1972,6,French Grand Prix,wisell,Swedish,0.0,0,BRM,9.0,5,1,0.0,Gearbox,30.0,-3
12545,633,15,21,5,0.0,6,1971,2,Spanish Grand Prix,siffert,Swiss,0.0,0,BRM,3.0,4,0,0.0,Gearbox,135.0,-6
12546,676,14,17,22,0.0,6,1968,10,Canadian Grand Prix,courage,British,4.0,0,BRM,25.0,5,0,0.0,Gearbox,126.0,-3
12547,758,6,12,46,0.0,6,1959,3,Dutch Grand Prix,schell,American,0.0,0,BRM,8.0,2,1,0.0,Gearbox,138.0,-6
12548,636,18,15,45,0.0,6,1971,5,French Grand Prix,pescarolo,French,0.0,0,March-Ford,9.0,4,0,0.0,Gearbox,129.0,3
12549,571,4,19,47,0.0,6,1976,12,Dutch Grand Prix,watson,British,19.0,1,Penske,19.0,4,1,0.0,Gearbox,30.0,-15
12550,656,6,15,31,0.0,6,1969,1,South African Grand Prix,mario_andretti,American,0.0,0,Lotus-Ford,6.0,2,0,0.0,Gearbox,129.0,-9
12551,671,13,12,55,0.0,6,1968,5,Dutch Grand Prix,siffert,Swiss,0.0,0,Lotus-Ford,29.0,1,3,0.0,Gearbox,132.0,1
12552,664,11,11,40,0.0,6,1969,9,Canadian Grand Prix,miles,British,0.0,0,Lotus-Ford,38.0,3,1,0.0,Gearbox,126.0,0
12553,530,21,19,17,0.0,6,1978,4,United States Grand Prix West,merzario,Italian,0.0,0,Merzario,0.0,16,0,0.0,Gearbox,35.0,2
12554,541,26,17,46,0.0,6,1978,15,United States Grand Prix,merzario,Italian,0.0,0,Merzario,0.0,17,0,0.0,Gearbox,35.0,9
12555,622,6,13,66,0.0,6,1972,3,Spanish Grand Prix,amon,New Zealander,0.0,0,Matra,0.0,9,0,0.0,Gearbox,28.0,-7
12556,676,15,7,77,0.0,6,1968,10,Canadian Grand Prix,beltoise,French,11.0,0,Matra,8.0,8,0,0.0,Gearbox,131.0,8
12557,680,15,13,14,0.0,6,1967,2,Monaco Grand Prix,rindt,Austrian,0.0,0,Cooper-Maserati,11.0,2,1,0.0,Gearbox,125.0,2
12558,681,5,14,39,0.0,6,1967,3,Dutch Grand Prix,rodriguez,Mexican,11.0,1,Cooper-Maserati,11.0,2,1,0.0,Gearbox,127.0,-9
12559,740,20,15,23,0.0,6,1961,3,Belgian Grand Prix,trintignant,French,0.0,0,Cooper-Maserati,0.0,5,0,0.0,Gearbox,144.0,5
12560,742,28,30,0,0.0,6,1961,5,British Grand Prix,natili,Italian,0.0,0,Cooper-Maserati,0.0,6,0,0.0,Gearbox,126.0,-2
12561,747,16,16,4,0.0,6,1960,2,Monaco Grand Prix,trintignant,French,0.0,0,Cooper-Maserati,3.0,4,0,0.0,Gearbox,143.0,0
12562,749,17,13,39,0.0,6,1960,4,Dutch Grand Prix,trintignant,French,0.0,0,Cooper-Maserati,3.0,5,0,0.0,Gearbox,143.0,4
12563,753,11,13,21,0.0,6,1960,8,Portuguese Grand Prix,gregory,American,0.0,0,Cooper-Maserati,3.0,5,0,0.0,Gearbox,129.0,-2
12564,760,19,20,21,0.0,6,1959,5,British Grand Prix,herrmann,German,0.0,0,Cooper-Maserati,0.0,6,0,0.0,Gearbox,131.0,-1
12565,754,9,12,32,0.0,6,1960,9,Italian Grand Prix,thiele,American-Italian,0.0,0,Cooper-Maserati,3.0,5,0,0.0,Gearbox,140.0,-3
12566,705,18,19,0,0.0,6,1965,7,German Grand Prix,gardner,Australian,0.0,0,Brabham-BRM,2.0,6,0,0.0,Gearbox,134.0,-1
12567,706,10,17,43,0.0,6,1965,8,Italian Grand Prix,siffert,Swiss,2.0,0,Brabham-BRM,2.0,6,0,0.0,Gearbox,130.0,-7
12568,702,17,13,18,0.0,6,1965,4,French Grand Prix,ireland,British,0.0,0,Lotus-BRM,0.0,10,0,0.0,Gearbox,135.0,4
12569,718,12,14,46,0.0,6,1964,10,Mexican Grand Prix,amon,New Zealander,2.0,0,Lotus-BRM,3.0,8,0,0.0,Gearbox,121.0,-2
12570,727,19,20,9,0.0,6,1963,9,Mexican Grand Prix,amon,New Zealander,0.0,0,Lotus-BRM,4.0,8,0,0.0,Gearbox,120.0,-1
12571,700,12,15,12,0.0,6,1965,2,Monaco Grand Prix,hailwood,British,0.0,0,Lotus-BRM,0.0,9,0,0.0,Gearbox,125.0,-3
12572,698,2,17,9,0.0,6,1966,9,Mexican Grand Prix,clark,British,16.0,1,Lotus-BRM,13.0,5,1,0.0,Gearbox,131.0,-15
12573,719,13,14,20,0.0,6,1963,1,Monaco Grand Prix,hall,American,0.0,0,Lotus-BRM,0.0,5,0,0.0,Gearbox,128.0,-1
12574,722,19,16,30,0.0,6,1963,4,French Grand Prix,gregory,American,0.0,0,Lotus-BRM,1.0,7,0,0.0,Gearbox,131.0,3
12575,723,15,14,66,0.0,6,1963,5,British Grand Prix,siffert,Swiss,1.0,0,Lotus-BRM,2.0,7,0,0.0,Gearbox,127.0,1
12576,726,14,12,56,0.0,6,1963,8,United States Grand Prix,siffert,Swiss,1.0,0,Lotus-BRM,4.0,8,0,0.0,Gearbox,127.0,2
12577,726,16,10,76,0.0,6,1963,8,United States Grand Prix,hall,American,3.0,0,Lotus-BRM,4.0,8,0,0.0,Gearbox,128.0,6
12578,726,17,14,44,0.0,6,1963,8,United States Grand Prix,ward,American,0.0,0,Lotus-BRM,4.0,8,0,0.0,Gearbox,143.0,3
12579,696,3,11,58,0.0,6,1966,7,Italian Grand Prix,clark,British,7.0,0,Lotus-BRM,4.0,6,0,0.0,Gearbox,130.0,-8
12580,692,16,17,3,0.0,6,1966,3,French Grand Prix,arundell,British,0.0,0,Lotus-BRM,0.0,9,0,0.0,Gearbox,132.0,-1
12581,693,20,16,32,0.0,6,1966,4,British Grand Prix,arundell,British,0.0,0,Lotus-BRM,0.0,11,0,0.0,Gearbox,133.0,4
12582,734,11,22,4,0.0,6,1962,6,German Grand Prix,trintignant,French,0.0,0,Lotus-Climax,27.0,2,2,0.0,Gearbox,145.0,-11
12583,719,16,9,77,0.0,6,1963,1,Monaco Grand Prix,jack_brabham,Australian,0.0,0,Lotus-Climax,1.0,4,0,0.0,Gearbox,137.0,7
12584,719,1,8,78,0.0,6,1963,1,Monaco Grand Prix,clark,British,0.0,0,Lotus-Climax,1.0,4,0,0.0,Gearbox,127.0,-7
12585,737,9,17,11,0.0,6,1962,9,South African Grand Prix,trevor_taylor,British,6.0,0,Lotus-Climax,36.0,2,3,0.0,Gearbox,126.0,-8
12586,706,20,18,37,0.0,6,1965,8,Italian Grand Prix,geki,Italian,0.0,0,Lotus-Climax,54.0,1,6,0.0,Gearbox,128.0,2
12587,735,1,21,12,0.0,6,1962,7,Italian Grand Prix,clark,British,21.0,2,Lotus-Climax,27.0,2,2,0.0,Gearbox,127.0,-20
12588,735,16,18,25,0.0,6,1962,7,Italian Grand Prix,trevor_taylor,British,6.0,0,Lotus-Climax,27.0,2,2,0.0,Gearbox,126.0,-2
12589,742,30,20,45,0.0,6,1961,5,British Grand Prix,bianchi,Belgian,0.0,0,Lotus-Climax,17.0,2,1,0.0,Gearbox,127.0,10
12590,745,11,17,23,0.0,6,1961,8,United States Grand Prix,gregory,American,0.0,0,Lotus-Climax,35.0,2,3,0.0,Gearbox,130.0,-6
12591,690,11,12,17,0.0,6,1966,1,Monaco Grand Prix,jack_brabham,Australian,0.0,0,Brabham-Repco,0.0,7,0,0.0,Gearbox,140.0,-1
12592,703,17,17,33,0.0,6,1965,5,British Grand Prix,anderson,British,0.0,0,Brabham-Climax,7.0,5,0,0.0,Gearbox,134.0,0
12593,709,5,11,62,0.0,6,1964,1,Monaco Grand Prix,gurney,American,0.0,0,Brabham-Climax,0.0,5,0,0.0,Gearbox,134.0,-6
12594,709,12,7,86,0.0,6,1964,1,Monaco Grand Prix,anderson,British,0.0,0,Brabham-Climax,0.0,5,0,0.0,Gearbox,133.0,5
12595,644,12,6,76,0.0,6,1970,2,Spanish Grand Prix,surtees,British,0.0,0,McLaren-Ford,12.0,2,0,0.0,Gearbox,136.0,6
12596,665,2,12,52,0.0,6,1969,10,United States Grand Prix,hulme,New Zealander,11.0,0,McLaren-Ford,29.0,4,0,0.0,Gearbox,133.0,-10
12597,602,20,19,15,0.0,6,1974,13,Italian Grand Prix,schenken,Australian,0.0,0,Trojan,0.0,13,0,0.0,Gearbox,31.0,1
12598,721,3,18,7,0.0,6,1963,3,Dutch Grand Prix,mclaren,New Zealander,10.0,0,Cooper-Climax,10.0,3,0,0.0,Gearbox,126.0,-15
12599,724,20,14,6,0.0,6,1963,6,German Grand Prix,cabral,Portuguese,0.0,0,Cooper-Climax,17.0,4,0,0.0,Gearbox,129.0,6
12600,746,10,16,42,0.0,6,1960,1,Argentine Grand Prix,jack_brabham,Australian,0.0,0,Cooper-Climax,8.0,1,1,0.0,Gearbox,134.0,-6
12601,747,4,14,17,0.0,6,1960,2,Monaco Grand Prix,bristow,British,0.0,0,Cooper-Climax,14.0,1,1,0.0,Gearbox,123.0,-10
12602,749,10,17,4,0.0,6,1960,4,Dutch Grand Prix,brooks,British,3.0,0,Cooper-Climax,22.0,1,2,0.0,Gearbox,128.0,-7
12603,750,2,16,2,0.0,6,1960,5,Belgian Grand Prix,brooks,British,3.0,0,Cooper-Climax,30.0,1,3,0.0,Gearbox,128.0,-14
12604,756,11,13,6,0.0,6,1959,1,Monaco Grand Prix,gregory,American,0.0,0,Cooper-Climax,8.0,1,1,0.0,Gearbox,128.0,-2
12605,758,3,11,62,0.0,6,1959,3,Dutch Grand Prix,moss,British,1.0,0,Cooper-Climax,14.0,1,1,0.0,Gearbox,130.0,-8
12606,760,15,17,39,0.0,6,1959,5,British Grand Prix,fairman,British,0.0,0,Cooper-Climax,26.0,1,2,0.0,Gearbox,146.0,-2
12607,705,10,14,7,0.0,6,1965,7,German Grand Prix,mclaren,New Zealander,8.0,0,Cooper-Climax,11.0,5,0,0.0,Gearbox,127.0,-4
12608,708,15,16,25,0.0,6,1965,10,Mexican Grand Prix,mclaren,New Zealander,10.0,0,Cooper-Climax,14.0,5,0,0.0,Gearbox,128.0,-1
12609,713,6,22,7,0.0,6,1964,5,British Grand Prix,mclaren,New Zealander,7.0,0,Cooper-Climax,10.0,5,0,0.0,Gearbox,127.0,-16
12610,729,5,16,21,0.0,6,1962,1,Dutch Grand Prix,mclaren,New Zealander,0.0,0,Cooper-Climax,2.0,4,0,0.0,Gearbox,125.0,-11
12611,730,19,12,43,0.0,6,1962,2,Monaco Grand Prix,maggs,South African,2.0,0,Cooper-Climax,11.0,1,1,0.0,Gearbox,125.0,7
12612,731,10,15,22,0.0,6,1962,3,Belgian Grand Prix,maggs,South African,2.0,0,Cooper-Climax,11.0,4,1,0.0,Gearbox,125.0,-5
12613,734,22,25,2,0.0,6,1962,6,German Grand Prix,collomb,French,0.0,0,Cooper-Climax,23.0,3,1,0.0,Gearbox,132.0,-3
12614,729,8,15,47,0.0,6,1962,1,Dutch Grand Prix,gurney,American,0.0,0,Porsche,1.0,5,0,0.0,Gearbox,131.0,-7
12615,771,13,11,49,0.0,6,1958,7,British Grand Prix,bonnier,Swedish,0.0,0,Maserati,6.0,5,0,0.0,Gearbox,129.0,2
12616,771,18,12,44,0.0,6,1958,7,British Grand Prix,gerini,Italian,0.0,0,Maserati,6.0,5,0,0.0,Gearbox,130.0,6
12617,766,4,10,56,0.0,6,1958,2,Monaco Grand Prix,salvadori,British,0.0,0,Cooper,16.0,1,2,0.0,Gearbox,136.0,-6
12618,774,13,13,24,0.0,6,1958,10,Italian Grand Prix,trintignant,French,12.0,1,Cooper,31.0,3,2,0.0,Gearbox,141.0,0
12619,717,10,19,2,0.0,6,1964,9,United States Grand Prix,ireland,British,4.0,0,BRP,5.0,7,0,0.0,Gearbox,134.0,-9
12620,720,7,17,9,0.0,6,1963,2,Belgian Grand Prix,ireland,British,0.0,0,BRP,0.0,11,0,0.0,Gearbox,133.0,-10
12621,723,19,17,59,0.0,6,1963,5,British Grand Prix,raby,British,0.0,0,Gilby,0.0,12,0,0.0,Gearbox,142.0,2
12622,774,1,14,17,0.0,6,1958,10,Italian Grand Prix,moss,British,32.0,3,Vanwall,46.0,1,5,0.0,Gearbox,129.0,-13
12623,771,17,17,19,0.0,6,1958,7,British Grand Prix,bueb,British,0.0,0,Connaught,0.0,8,0,0.0,Gearbox,135.0,0
12624,754,7,11,41,0.0,6,1960,9,Italian Grand Prix,naylor,British,0.0,0,JBW,0.0,11,0,0.0,Gearbox,137.0,-4
12625,33,3,17,16,5.0,5,2008,16,Japanese Grand Prix,kovalainen,Finnish,51.0,1,McLaren,135.0,2,5,3.0,Engine,27.0,-14
12626,342,8,23,2,23.0,5,2010,6,Monaco Grand Prix,button,British,70.0,2,McLaren,129.0,3,2,8.0,Engine,30.0,-15
12627,932,13,20,44,18.0,5,2015,7,Canadian Grand Prix,alonso,Spanish,0.0,0,McLaren,4.0,9,0,14.0,Engine,34.0,-7
12628,952,10,19,45,13.0,5,2016,5,Spanish Grand Prix,alonso,Spanish,8.0,0,McLaren,12.0,8,0,10.0,Engine,35.0,-9
12629,980,10,18,25,19.0,5,2017,12,Belgian Grand Prix,alonso,Spanish,10.0,0,McLaren,11.0,9,0,11.0,Engine,36.0,-8
12630,981,18,19,33,19.0,5,2017,13,Italian Grand Prix,vandoorne,Belgian,1.0,0,McLaren,11.0,9,0,10.0,Engine,25.0,-1
12631,985,8,17,24,18.0,5,2017,17,United States Grand Prix,alonso,Spanish,10.0,0,McLaren,23.0,9,0,9.0,Engine,36.0,-9
12632,1002,13,18,9,17.0,5,2018,14,Italian Grand Prix,alonso,Spanish,44.0,0,McLaren,52.0,6,0,13.0,Engine,37.0,-5
12633,1007,12,20,3,20.0,5,2018,19,Mexican Grand Prix,alonso,Spanish,50.0,0,McLaren,62.0,6,0,12.0,Engine,37.0,-8
12634,57,8,15,52,6.0,5,2006,5,European Grand Prix,montoya,Colombian,15.0,0,McLaren,38.0,3,0,9.0,Engine,31.0,-7
